Title,Author,Conference Name (Book Title),Year,Abstract,url,Keywords,Source_File
Relation-Faceted Graph Pooling with LLM Guidance for Dynamic Span-Aware Information Extraction,"Baek, Hye-Yoon and Choi, Jinho and Seo, Jimyeung and Jin, Xiongnan and Lee, Dongcheon and Oh, Byungkook",CIKM,2025,"Joint information extraction aims to convert unstructured text into structured knowledge by identifying entities and their relations. However, existing methods often rely on static span formation and relation-agnostic validation, limiting their ability to capture dynamic, context-sensitive semantics. We present RePooL, a hierarchical validation framework that performs fine-grained token-level filtering followed by coarse-grained span-level validation, enabling robust multi-granular semantic modeling. RePooL constructs a dual-view knowledge graph that models tokens and relations as distinct node types. It leverages auxiliary structural relations to encode token-relation semantic compatibility via subject and object roles and to compose multi-token spans dynamically, thereby enabling relation-aware validation across multiple granularities. To further strengthen semantic grounding, RePooL incorporates LLM-guided alignment, which evaluates candidate triples against the input text to specifically reinforce coherent extractions. Extensive experiments on standard IE benchmarks show that RePooL achieves superior performance, demonstrating its effectiveness in modeling fine-grained entity-relation interactions.",https://doi.org/10.1145/3746252.3761243,"dynamic span, joint information extraction, large language models, preference distillation, semantic alignment",cikm2025.bib
MUFFIN: Mixture of User-Adaptive Frequency Filtering for Sequential Recommendation,"Baek, Ilwoong and Yoon, Mincheol and Park, Seongmin and Lee, Jongwuk",CIKM,2025,"Sequential recommendation (SR) aims to predict users' subsequent interactions by modeling their sequential behaviors. Recent studies have explored frequency domain analysis, which effectively models periodic patterns in user sequences. However, existing frequency-domain SR models still face two major drawbacks: (i) limited frequency band coverage, often missing critical behavioral patterns in a specific frequency range, and (ii) lack of personalized frequency filtering, as they apply an identical filter for all users regardless of their distinct frequency characteristics. To address these challenges, we propose a novel frequency-domain model, Mixture of User-adaptive Frequency FIlteriNg (MUFFIN ), operating through two complementary modules. (i) The global filtering module (GFM) handles the entire frequency spectrum to capture comprehensive behavioral patterns. (ii) The local filtering module (LFM) selectively emphasizes important frequency bands without excluding information from other ranges. (iii) In both modules, the user-adaptive filter (UAF) is adopted to generate user-specific frequency filters tailored to individual unique characteristics. Finally, by aggregating both modules, MUFFIN captures diverse user behavioral patterns across the full frequency spectrum. Extensive experiments show that MUFFIN consistently outperforms state-of-the-art frequency-domain SR models over five benchmark datasets. The source code is available at https://github.com/ilwoong100/MUFFIN.",https://doi.org/10.1145/3746252.3761190,"frequency filtering, sequential recommendation, user-adaptiveness",cikm2025.bib
Subclass-Aware Inclusive Classifier via Repulsive Hidden Strata,"Bajpai, Namita and H Paik, Jiaul and Sarkar, Sudeshna",CIKM,2025,"Classification models in machine learning are typically trained using coarse-grained class labels. Although these models often achieve strong overall accuracy, their performance is asymmetric across the subclasses that arise out of a common phenomenon called hidden stratification. Generally, the latent subclasses within each class differ substantially in distribution and characteristics, resulting in poor generalization for underrepresented groups. Moreover, imbalanced subclass distributions lead to majority subclasses dominating training, resulting in biased and less reliable models, especially for safety-critical applications (such as medical). To address these challenges, we propose a novel framework that attempts to uncover hidden subclasses via a repulsive point process. Our approach then leverages these fine-grained labels to make the classifier more inclusive across the subclasses. Our approach identifies subclasses without requiring additional supervision, thereby promoting diversity and reducing sensitivity to subclass imbalance. Extensive experiments on four benchmark datasets demonstrate consistent and significant improvements over state-of-the-art baselines across both balanced and imbalanced subclass distributions, underscoring the effectiveness and generalizability of our approach.",https://doi.org/10.1145/3746252.3761150,"classification, clustering, preferential attachment, subclass imbalance",cikm2025.bib
A Robust Clustered Federated Learning Approach for Non-IID Data with Quantity Skew,"Ben Ali, Michael and Megdiche, Imen and P\'{e}ninou, Andr\'{e} and Teste, Olivier",CIKM,2025,"Federated Learning (FL) is a decentralized paradigm that enables a client-server architecture to collaboratively train a global Artificial Intelligence model without sharing raw data, thereby preserving privacy. A key challenge in FL is Non-IID data. Quantity Skew (QS) is a particular problem of Non-IID, where clients hold highly heterogeneous data volumes. Clustered Federated Learning (CFL) is an emergent variant of FL that presents a promising solution to Non-IID problem. It improves models' performance by grouping clients with similar data distributions into clusters. CFL methods generally fall into two operating strategies. In the first strategy, clients select the cluster that minimizes the local training loss. In the second strategy, the server groups clients based on local model similarities. However, most CFL methods lack systematic evaluation under QS but present significant challenges because of it.In this paper, we present two main contributions. The first one is an evaluation of state-of-the-art CFL algorithms under various Non-IID settings, applying multiple QS scenarios to assess their robustness. Our second contribution is a novel iterative CFL algorithm, named CORNFLQS, which proposes an optimal coordination between both operating strategies of CFL. Our approach is robust against the different variations of QS settings. We conducted intensive experiments on six image classification datasets, resulting in 270 Non-IID configurations. The results show that CORNFLQS achieves the highest average ranking in both accuracy and clustering quality, as well as strong robustness to QS perturbations. Overall, our approach outperforms actual CFL algorithms.",https://doi.org/10.1145/3746252.3761216,"clustered federated learning, non-IID, quantity skew",cikm2025.bib
Large Model Annotation-Enhanced Spatio-Temporal Fusion Knowledge Tracing Model,"Cai, Tianyu and Huang, Xiaodi and Zhou, Tao and Li, Yanting and Ju, Shenggen",CIKM,2025,"Knowledge Tracing (KT) aims to model students' evolving knowledge states based on their interactions, supporting downstream applications such as personalized resource recommendation. Recent works have leveraged large language models (LLMs) to annotate spatial topological structures -- e.g., prerequisite and hierarchical relations-between knowledge concepts, significantly reducing manual annotation costs. However, two major challenges remain: (1) low interpretability and potential unreliability due to LLM-induced annotation errors or hallucinations, and (2) limited cross-hierarchical interactions that hinder model performance. To address these issues, we propose a Large Model Annotation-Enhanced Spatio-Temporal Fusion KT model. First, we introduce a Detection-Reannotation Strategy to mitigate LLM annotation errors and hallucinations, resulting in a more accurate Knowledge Concept (KC) relation graph. Second, we present a Unit Relation Graph Annotation Method to reduce the distance between cross-hierarchical nodes, thereby enhancing their interactions. Lastly, we propose a Spatio-Temporal Fusion Framework, incorporating a dual-view contrastive learning module and a graph-structured knowledge state propagation module, to more effectively model students' knowledge propagation. Experiments on three real-world educational datasets demonstrate that our method effectively improves the practicality and reliability of LLM annotations, achieving state-of-the-art performance. Moreover, the knowledge propagation process based on the annotated graph enhances interpretability for educational applications.",https://doi.org/10.1145/3746252.3761172,"educational data mining, graph neural networks, knowledge tracing, large language models",cikm2025.bib
ProtoEHR: Hierarchical Prototype Learning for EHR-based Healthcare Predictions,"Cai, Zi and Liu, Yu and Luo, Zhiyao and Zhu, Tingting",CIKM,2025,"Digital healthcare systems have enabled the collection of mass healthcare data in electronic healthcare records (EHRs), allowing artificial intelligence solutions for various healthcare prediction tasks. However, existing studies often focus on isolated components of EHR data, limiting their predictive performance and interpretability. To address this gap, we propose ProtoEHR, an interpretable hierarchical prototype learning framework that fully exploits the rich, multi-level structure of EHR data to enhance healthcare predictions. More specifically, ProtoEHR models relationships within and across three hierarchical levels of EHRs: medical codes, hospital visits, and patients. We first leverage large language models to extract semantic relationships among medical codes and construct a medical knowledge graph as the knowledge source. Building on this, we design a hierarchical representation learning framework that captures contextualized representations across three levels, while incorporating prototype information within each level to capture intrinsic similarities and improve generalization. To perform a comprehensive assessment, we evaluate ProtoEHR in two public datasets on five clinically significant tasks, including prediction of mortality, prediction of readmission, prediction of length of stay, drug recommendation, and prediction of phenotype. The results demonstrate the ability of ProtoEHR to make accurate, robust, and interpretable predictions compared to baselines in the literature. Furthermore, ProtoEHR offers interpretable insights on code, visit, and patient levels to aid in healthcare prediction.",https://doi.org/10.1145/3746252.3761381,"ai for healthcare, healthcare prediction, hierarchical representation learning, prototype learning",cikm2025.bib
Force Matching with Relativistic Constraints: A Physics-Inspired Approach to Stable and Efficient Generative Modeling,"Cao, Yang and Chen, Bo and Li, Xiaoyu and Liang, Yingyu and Sha, Zhizhou and Shi, Zhenmei and Song, Zhao and Wan, Mingda",CIKM,2025,"This paper introduces Force Matching (ForM), a novel framework for generative modeling that represents an initial exploration into leveraging special relativistic mechanics to enhance the stability of the sampling process. By incorporating the Lorentz factor, ForM imposes a velocity constraint, ensuring that sample velocities remain bounded within a constant limit. This constraint serves as a fundamental mechanism for stabilizing the generative dynamics, leading to a more robust and controlled sampling process. We provide a rigorous theoretical analysis demonstrating that the velocity constraint is preserved throughout the sampling procedure within the ForM framework. To validate the effectiveness of our approach, we conduct extensive empirical evaluations. On the half-moons dataset, ForM significantly outperforms baseline methods, achieving the lowest Euclidean distance loss of 0.714, in contrast to vanilla first-order flow matching (5.853) and first- and second-order flow matching (5.793). Additionally, we perform an ablation study to further investigate the impact of our velocity constraint, reaffirming the superiority of ForM in stabilizing the generative process. The theoretical guarantees and empirical results underscore the potential of integrating special relativity principles into generative modeling. Our findings suggest that ForM provides a promising pathway toward achieving stable, efficient, and flexible generative processes. This work lays the foundation for future advancements in high-dimensional generative modeling, opening new avenues for the application of physical principles in machine learning.",https://doi.org/10.1145/3746252.3761227,"diffusion model, flow matching, generative model",cikm2025.bib
Dynamic Graph Learning via Historical Information Perception and Multi-Granular Temporal Curriculum Learning,"Cao, Yuehang and Zhao, Xiang and Fang, Yang and Pan, Yan and Tang, Jiuyang",CIKM,2025,"Dynamic graph representation learning has emerged as a pivotal paradigm for modeling time-varying relational patterns in complex systems ranging from social networks to urban mobility. While existing methods achieve notable progress in temporal modeling, one critical challenge remains insufficiently addressed: identifying dual temporal evolution, i,e., instantaneous states and evolutionary trajectories. To address the challenge, we propose HMGNN, a novel dynamic graph learning framework that harmoniously integrates temporal dynamics modeling with stable structural representation learning, allowing adaptive pattern discovery while preserving feature consistency in evolving environments. Firstly, we propose a dynamic model that integrates a historical information perception module and a temporal aggregation module. The module converts the historical information into the model and adaptively measures the impact of the instantaneous and historical information effectively through the aggregation function. Secondly, we devise a dual-component model learning framework comprising contrastive learning and multi-granular temporal curriculum learning to holistically capture evolutionary dynamics. The contrastive learning component employs continuous-view contrastive alignment to preserve stable node feature across temporal evolution. Complementarily, our multi-granular temporal curriculum learning introduces masking mechanism to explicitly learn different time interval evolution patterns. Extensive experiments demonstrate the significant superiority of HMGNN against state-of-the-art dynamic graph learning methods in terms of all evaluation metrics.",https://doi.org/10.1145/3746252.3761109,"contrastive learning., dynamic graph neural networks, dynamic graph representation learning",cikm2025.bib
Enhancing Contrastive Link Prediction With Edge Balancing Augmentation,"Chang, Chen-Hao and Hung, Hui-Ju and Lu, Chia-Hsun and Shen, Chih-Ya",CIKM,2025,"Link prediction is one of the most fundamental tasks in graph mining, which motivates the recent studies of leveraging contrastive learning to enhance the performance. However, we observe two major weaknesses of these studies: i) the lack of theoretical analysis for contrastive learning on link prediction, and ii) inadequate consideration of node degrees in contrastive learning. To address the above weaknesses, we provide the first formal theoretical analysis for contrastive learning on link prediction, where our analysis results can generalize to the autoencoder-based link prediction models with contrastive learning. Motivated by our analysis results, we propose a new graph augmentation approach, Edge Balancing Augmentation (EBA), which adjusts the node degrees in the graph as the augmentation. We then propose a new approach, named Contrastive Link Prediction with Edge Balancing Augmentation (CoEBA), that integrates the proposed EBA and the proposed new contrastive losses to improve the model performance. We conduct experiments on 8 benchmark datasets. The results demonstrate that our proposed CoEBA significantly outperforms the other state-of-the-art link prediction models.",https://doi.org/10.1145/3746252.3760994,"graph augmentation, graph contrastive learning, link prediction",cikm2025.bib
PromptTSS: A Prompting-Based Approach for Interactive Multi-Granularity Time Series Segmentation,"Chang, Ching and Lo, Ming-Chih and Peng, Wen-Chih and Chen, Tien-Fu",CIKM,2025,"Multivariate time series data, collected across various fields such as manufacturing and wearable technology, exhibit states at multiple levels of granularity, from coarse-grained system behaviors to fine-grained, detailed events. Effectively segmenting and integrating states across these different granularities is crucial for tasks like predictive maintenance and performance optimization. However, existing time series segmentation methods face two key challenges: (1) the inability to handle multiple levels of granularity within a unified model, and (2) limited adaptability to new, evolving patterns in dynamic environments. To address these challenges, we propose PromptTSS, a novel framework for time series segmentation with multi-granularity states. PromptTSS uses a unified model with a prompting mechanism that leverages label and boundary information to guide segmentation, capturing both coarse- and fine-grained patterns while adapting dynamically to unseen patterns. Experiments show PromptTSS improves accuracy by 24.49\% in multi-granularity segmentation, 17.88\% in single-granularity segmentation, and up to 599.24\% in transfer learning, demonstrating its adaptability to hierarchical states and evolving time series dynamics. Our code is available at https://github.com/blacksnail789521/PromptTSS.",https://doi.org/10.1145/3746252.3761142,"interactive segmentation, multiple granularities, prompting, time series segmentation",cikm2025.bib
Multivariate Wind Power Time Series Forecasting with Noise-Filtering Neural ODEs,"Chang, Tianyu and Chen, Dongming and Wang, Dongqi",CIKM,2025,"In wind energy generation, wind power prediction traditionally relies on the simulation of wind turbine operational data. Recently, many complex deep learning networks have challenged the traditional paradigm.Multivariate Wind Power Time Series (MWTS) with strong volatility are often non-uniformly sampled, making it difficult for traditional time series methods to model. To address these challenges, our approach for MWTS forecasting includes two modules: (1) The ODE-filter module uses a noise extraction network to learn the Ordinary Differential Equations (ODE) continuous-time dynamics, which removes high-frequency noise by treating the noise as a neural flow. The neural flow pushes the ODE forward in time steps. (2) An adaptive decomposition module applies an unfixed window driven by gradients to capture trend and seasonal components including more abrupt change details. Our method models the precise wind power evolution, can naturally forecast the multivariate wind power time series and reduce the interference from noise and outliers in the data. Experimental results show that our approach outperforms existing models on regularly and irregularly sampled MWTS.",https://doi.org/10.1145/3746252.3761118,,cikm2025.bib
Stamp: Semantic-Aware Sub-trajectory Anomaly Detection with Diffusion Multi-model Pool for Evolving Data Streams,"Chen, Biao and Fang, Junhua and Chao, Pingfu and Liu, An and Zhao, Pengpeng and Zhao, Lei",CIKM,2025,"Trajectory anomaly detection, as a fundamental operation for moving object pattern discovery, plays an irreplaceable and critical role in spatio-temporal location-based services. Conducting online detection based on the current positions and their contextual semantics can significantly enhance the value of trajectory data. However, existing approaches suffer from two fundamental limitations: 1) treat trajectories as indivisible sequences or apply rigid segmentation strategies, and 2) use of a single detection model that struggles to adapt to concept drift caused by evolving trajectory distributions. Such limitations make it impossible to detect abnormal trajectories in a timely and semantically comprehensive manner. To fill this gap, we propose Stamp, a novel framework for Semantic-aware sub-Trajectory Anomaly detection with a diffusion Multi-model Pool. In particular, Stamp comprises three key innovations: 1. It employs a semantic-driven dynamic segmentation mechanism that identifies natural breakpoints in trajectories based on changes in road semantics, rather than fixed rules. 2. It enhances trajectory representation by embedding road network semantic vectors, capturing both spatial geometry and functional urban characteristics. 3. It employs a pool of diffusion models that dynamically evolves through reliability assessment, similarity measurement, and strategic merging operations, ensuring adaptability to concept drift while leveraging the superior generative capabilities of diffusion models over traditional autoencoders. Experimental results demonstrate that Stamp improves detection efficiency by 35\%, AUPR by 5.6\%, and F1-score by 2.7\% on two large-scale real-world urban trajectory datasets when compared to state-of-the-art methods, demonstrating its effectiveness for real-time anomaly detection in complex urban environments.",https://doi.org/10.1145/3746252.3761088,"diffusion models, multi-model pool, semantic information, sub-trajectory anomaly detection",cikm2025.bib
Spreader Behavior Forecasting: Intent-aware Neural Processes for Intervening Misinformation,"Chen, Haoran and Han, Dongmei",CIKM,2025,"The behavior of spreaders on social media evolves continuously, driven by shifting intentions and interactions with emerging news topics. Traditional approaches have focused on identifying misinformation spreaders, but have often relied on a static ground-truth label, limiting their applicability for implementing time-sensitive platform interventions. In contrast, our work tackles spreader behavior forecasting through an account-level credit score, modeling the temporal evolution of spreader behavior to capture the intent shifts that drive misinformation spreading. To this end, we propose a novel Intent-aware Neural Processes (INP) model, which focuses on tracking the evolving intent of spreaders over time. The model leverages a state transition structure and an intent state thinning algorithm to improve latent representations, enabling more accurate predictions of future spreader behavior. Experimental results on restructured datasets demonstrate the effectiveness of INP in identifying temporal risk regions for proactive misinformation intervention.",https://doi.org/10.1145/3746252.3761100,"misinformation, neural processes, spreader, state-space model",cikm2025.bib
Structure-prior Informed Diffusion Model for Graph Source Localization with Limited Data,"Chen, Hongyi and Ding, Jingtao and Liang, Xiaojun and Li, Yong and Zhang, Xiao-Ping",CIKM,2025,"Source localization in graph information propagation is essential for mitigating network disruptions, including misinformation spread, cyber threats, and infrastructure failures. Existing deep generative approaches face significant challenges in real-world applications due to limited propagation data availability. We present SIDSL (Structure-prior Informed Diffusion model for Source Localization), a generative diffusion framework that leverages topology-aware priors to enable robust source localization with limited data. SIDSL addresses three key challenges: unknown propagation patterns through structure-based source estimations via graph label propagation, complex topology-propagation relationships via a propagation-enhanced conditional denoiser with GNN-parameterized label propagation module, and class imbalance through structure-prior biased diffusion initialization. By learning pattern-invariant features from synthetic data generated by established propagation models, SIDSL enables effective knowledge transfer to real-world scenarios. Experimental evaluation on four real-world datasets demonstrates superior performance with 7.5-13.3\% F1 score improvements over baselines, including over 19\% improvement in few-shot and 40\% in zero-shot settings, validating the framework's effectiveness for practical source localization. Our code can be found here (https://github.com/tsinghua-fib-lab/SIDSL).",https://doi.org/10.1145/3746252.3761146,"diffusion model, graph source localization, information diffusion",cikm2025.bib
