Title,Author,Conference Name (Book Title),Year,Abstract,url,Keywords,Source_File
Progressive Stacking for Scalable Graph Condensation,"Bai, Yibing and Gao, Min and Wang, Zongwei and Gao, Xinyi and Li, Wentao",KDD,2025,"Large-scale graph data has demonstrated significant success in graph representation learning, but the associated high computational cost and inefficiency hinder its widespread adoption across diverse applications. Graph condensation has emerged as a promising solution to reduce time and memory demands while preserving generalization performance comparable to the original graph. Although existing graph condensation methods have proven effective, they are constrained by their reliance on repeatedly optimizing a condensed graph at a fixed scale, which demands significant computational resources and lacks flexibility to accommodate varying training requirements. This motivates us to explore alternative approaches that incrementally refine and expand condensed graphs.To tackle above challenges in graph condensation, this paper presents Progressive Stacking (ProStack), a method that progressively constructs condensed graphs by incrementally expanding their structure and semantics. ProStack utilizes graph memory to retain global structural and feature information from the original graph, facilitating the reuse of essential features and patterns. The method employs a memory-guided dual optimization approach, focusing on structural consistency in the feature generation stage and optimizing the alignment of the label features in the label prediction stage. By stage-wise graph stacking, ProStack progressively refines the condensed graph, ensuring feature coherence and maintaining structural integrity throughout the process. Experimental results demonstrate that ProStack outperforms existing graph condensation techniques in efficiency and effectiveness.",https://doi.org/10.1145/3711896.3737090,"graph condensation, memory-guided optimization, progressive stacking",kdd2025.bib
UnG-MoCha: Neural Motif Counting in Uncertain Graphs,"Ban, Lujie and Han, Xiaolin and Li, Jinyang and Ma, Chenhao",KDD,2025,"Motif counting is fundamental in graph analytic tasks (e.g., clustering and recommendation) but #P-hard. Recent research has focused on exploring and applying deep learning-based solutions to tackle this problem. However, these solutions assume a deterministic graph where edge existence is certain, which may not hold due to the measurement and statistical prediction errors. Meanwhile, existing methods for uncertain graphs still face considerable time costs. To address the above issues, we propose UnG-MoCha, a novel deep-learning approach to efficiently count motifs in uncertain graphs. UnG-MoCha extracts representative subgraphs via graph structure learning and learns graph and motif representations using hierarchical and classic graph neural networks, respectively. Canonical correlation analysis is used to exploit correlations between graph and motif representations, boosting accuracy. Experiments on real-world graphs demonstrate UnG-MoCha's superior performance for scalable motif counting on uncertain graphs.",https://doi.org/10.1145/3711896.3737170,"graph neural network, motif counting, uncertain graph",kdd2025.bib
Quantizing Text-attributed Graphs for Semantic-Structural Integration,"Bo, Jianyuan and Wu, Hao and Fang, Yuan",KDD,2025,"Text-attributed graphs (TAGs) have emerged as a powerful representation for modeling complex relationships across diverse domains. With the rise of large language models (LLMs), there is growing interest in leveraging their capabilities for graph learning. However, current approaches face significant challenges in embedding structural information into LLM-compatible formats, requiring either computationally expensive alignment mechanisms or manual graph verbalization techniques that often lose critical structural details. Moreover, these methods typically require labeled data from source domains for effective transfer learning, significantly constraining their adaptability. We propose STAG, a novel self-supervised framework that directly quantizes graph structural information into discrete tokens using a frozen codebook. Unlike traditional quantization approaches, our method employs soft assignment and KL divergence guided quantization to address the unique challenges of graph data, which lacks natural tokenization structures. Our framework enables both LLM-based and traditional learning approaches, supporting true zero-shot transfer learning without requiring labeled data even in the source domain. Extensive experiments demonstrate state-of-the-art performance across multiple node classification benchmarks while maintaining compatibility with different LLM architectures, offering an elegant solution to bridging graph learning with LLMs.",https://doi.org/10.1145/3711896.3737096,"few-shot, graph transfer learning, large language models, text-attributed graphs, zero-shot",kdd2025.bib
ErrorEraser: Unlearning Data Bias for Improved Continual Learning,"Cao, Xuemei and Gu, Hanlin and Yang, Xin and Wei, Bingjun and Liang, Haoyang and Wang, Xiangkun and Li, Tianrui",KDD,2025,"Continual Learning (CL) primarily aims to retain knowledge to prevent catastrophic forgetting and transfer knowledge to facilitate learning new tasks. Unlike traditional methods, we propose a novel perspective: CL not only needs to prevent forgetting, but also requires intentional forgetting. This arises from existing CL methods ignoring biases in real-world data, leading the model to learn spurious correlations that transfer and amplify across tasks. From feature extraction and prediction results, we find that data biases simultaneously reduce CL's ability to retain and transfer knowledge. To address this, we propose ErrorEraser, a universal plugin that removes erroneous memories caused by biases in CL, enhancing performance in both new and old tasks. ErrorEraser consists of two modules: Error Identification and Error Erasure. The former learns the probability density distribution of task data in the feature space without prior knowledge, enabling accurate identification of potentially biased samples. The latter ensures only erroneous knowledge is erased by shifting the decision space of representative outlier samples. Additionally, an incremental feature distribution learning strategy is designed to reduce the resource overhead during error identification in downstream tasks. Extensive experimental results show that ErrorEraser significantly mitigates the negative impact of data biases, achieving higher accuracy and lower forgetting rates across three types of CL methods. The code is available at https://github.com/diadai/ErrorEraser.",https://doi.org/10.1145/3711896.3736941,"catastrophic forgetting, continual learning, knowledge transfer, machine unlearning, selective forgetting",kdd2025.bib
CODA: Temporal Domain Generalization via Concept Drift Simulator,"Chang, Chia-Yuan and Chuang, Yu-Neng and Jiang, Zhimeng and Lai, Kwei-Herng and Jiang, Anxiao and Zou, Na",KDD,2025,"Machine learning models in real-world applications often suffer performance issues due to data distribution shifts. Temporal domain generalization aims to adapt models to the ''concept drift,'' maintaining future performance. Existing works based on model-centric training strategies may entail extensive interaction between data and model to appropriately train the model for distribution shifts. To this end, we aim to nip the problem in the bud by generating future domain data for model training and naturally bypassing the cumbersome interaction between data and model. We propose the COncept Drift simulAtor (CODA) framework incorporating a predicted feature correlation matrix to simulate future data for model training. Specifically, the feature correlations matrix serves as a delegation to represent data characteristics at each time point and the trigger for future data generation. Experimental results demonstrate that using CODA-generated data as training input effectively achieves temporal domain generalization across different model architectures with great transferability.",https://doi.org/10.1145/3711896.3736883,"concept drift, concept shift, temporal domain generalization",kdd2025.bib
Does Vector Quantization Fail in Spatio-Temporal Forecasting? Exploring a Differentiable Sparse Soft-Vector Quantization Approach,"Chen, Chao and Zhou, Tian and Zhao, Yanjun and Liu, Hui and Jin, Rong and Sun, Liang",KDD,2025,"Spatio-temporal forecasting is crucial in various fields and requires a careful balance between identifying subtle patterns and filtering out noise. Vector quantization (VQ) appears well-suited for this purpose, as it quantizes input vectors into a set of codebook vectors or patterns. Although VQ has shown promise in various computer vision tasks, it surprisingly falls short in enhancing the accuracy of spatio-temporal forecasting. We attribute this to two main issues: inaccurate optimization due to non-differentiability and limited representation power caused by hard-VQ structure. To tackle these challenges, we introduce Differentiable Sparse Soft-Vector Quantization (SVQ), the first VQ method to enhance spatio-temporal forecasting. SVQ balances detail preservation with noise reduction, offering full differentiability and a solid foundation in sparse regression. The method employs a two-layer MLP and an extensive codebook to streamline the sparse regression process, significantly cutting computational costs while simplifying training and improving performance. Empirical studies on five spatio-temporal benchmark datasets show SVQ achieves state-of-the-art results, including a 7.9\% improvement on the WeatherBench-S temperature dataset and an average mean absolute error reduction of 9.4\% in video prediction benchmarks (Human3.6M, KTH, and KittiCaltech), along with a 17.3\% enhancement in image quality (measured by LPIPS).",https://doi.org/10.1145/3711896.3736914,"spatio-temporal forecasting, vector quantization",kdd2025.bib
Unlocking the Power of Diffusion Models in Sequential Recommendation: A Simple and Effective Approach,"Chen, Jialei and Xu, Yuanbo and Jiang, Yiheng",KDD,2025,"In this paper, we focus on the often-overlooked issue of embedding collapse in existing diffusion-based sequential recommendation models and propose ADRec, an innovative framework designed to mitigate this problem. Diverging from previous diffusion-based methods, ADRec applies an independent noise process to each token and performs diffusion across the entire target sequence during training. ADRec captures token interdependency through auto-regression while modeling per-token distributions through token-level diffusion. This dual approach enables the model to effectively capture both sequence dynamics and item representations, overcoming the limitations of existing methods. To further mitigate embedding collapse, we propose a three-stage training strategy: (1) pre-training the embedding weights(2) aligning these weights with the ADRec backbone, and (3) fine-tuning the model. During inference, ADRec applies the denoising process only to the last token, ensuring that the meaningful patterns in historical interactions are preserved. Our comprehensive empirical evaluation across six datasets underscores the effectiveness of ADRec in enhancing both the accuracy and efficiency of diffusion-based sequential recommendation systems.",https://doi.org/10.1145/3711896.3737172,"diffusion model, sequential recommendation",kdd2025.bib
Decoupling Spatio-Temporal Prediction: When Lightweight Large Models Meet Adaptive Hypergraphs,"Chen, Jiawen and Shao, Qi and Chen, Duxin and Yu, Wenwu",KDD,2025,"Spatio-temporal prediction is a pivotal task with broad applications in traffic management, climate monitoring, energy scheduling, etc. However, existing methodologies often struggle to balance model expressiveness and computational efficiency, especially when scaling to large real-world datasets. To tackle these challenges, we propose STH-SepNet (Spatio-Temporal Hypergraph Separation Networks), a novel framework that decouples temporal and spatial modeling to enhance both efficiency and precision. Therein, the temporal dimension is modeled using lightweight large language models, which effectively capture low-rank temporal dynamics. Concurrently, the spatial dimension is addressed through an adaptive hypergraph neural network, which dynamically constructs hyperedges to model intricate, higher-order interactions. A carefully designed gating mechanism is integrated to seamlessly fuse temporal and spatial representations. By leveraging the fundamental principles of low-rank temporal dynamics and spatial interactions, STH-SepNet offers a pragmatic and scalable solution for spatio-temporal prediction in real-world applications. Extensive experiments on large-scale real-world datasets across multiple benchmarks demonstrate the effectiveness of STH-SepNet in boosting predictive performance while maintaining computational efficiency. This work may provide a promising lightweight framework for spatio-temporal prediction, aiming to reduce computational demands and while enhancing predictive performance. Our code is avaliable at https://github.com/SEU-WENJIA/ST-SepNet-Lightweight-LLMs-Meet-Adaptive-Hypergraphs.",https://doi.org/10.1145/3711896.3736904,"adaptive hypergraph neural networks, graph neural networks, large language models, spatio-temporal prediction",kdd2025.bib
AffinityTune: A Prompt-Tuning Framework for Few-Shot Anomaly Detection on Graphs,"Chen, Jingyan and Zhu, Guanghui and Pang, Guansong and Yuan, Chunfeng and Huang, Yihua",KDD,2025,"Graph anomaly detection (GAD) is a critical task with applications in domains such as networking, finance, and bioinformatics. \% However, the scarcity of labeled anomalies and the limitations of unsupervised methods hinder effective detection. \% While semi-supervised and few-shot learning approaches offer improvements, they struggle with knowledge transfer and rely heavily on labeled data. \% Recent advancements in prompt tuning on graphs provide a promising direction, but their application to heterophilous graphs in anomaly detection remains underexplored. \% In this work, we propose AffinityTune, a novel framework for few-shot graph anomaly detection based on prompt tuning. \% Our approach introduces a unified task framework grounded in affinity judgment, incorporating multi-granularity tasks (''node vs. adjacent subgraph'' and ''node vs. community'') to learn diverse anomaly priors. \% For downstream tasks, we reformulate binary classification into a ''node vs. global representation'' affinity judgment, mapping anomalies to a hypersphere in feature space. \% We also design learnable task heads to synergize multiple tasks and propose FlexPrompt, a flexible prompt-tuning strategy for fine-grained adaptation to downstream tasks. \% Extensive experiments on real-world and synthetic datasets demonstrate that AffinityTune significantly outperforms existing methods in detection efficacy. \% Our contributions include a unified task framework, multi-granularity tasks, and the FlexPrompt strategy, offering a parameter-efficient and adaptable solution for few-shot graph anomaly detection.",https://doi.org/10.1145/3711896.3736836,"anomaly detection, graph neural networks, prompt tuning",kdd2025.bib
GraphLAMA: Enabling Efficient Adaptation of Graph Language Models with Limited Annotations,"Chen, Junze and Yang, Cheng and Li, Shujie and Zhang, Zhiqiang and Li, Yawen and Du, Junping and Shi, Chuan",KDD,2025,"Large language models (LLMs) have demonstrated their strong capabilities in various domains, and have been recently integrated for graph analysis as graph language models (GLMs). With LLMs as the predictor, some GLMs can interpret unseen tasks described by natural language, and learn from a few examples in the prompts without parameter tuning, known as in-context learning (ICL). Another subset of GLMs utilizes abundant training labels to enhance model performance, known as instruction tuning. However, we argue that ICL on graphs has effectiveness issues due to fixed parameters and efficiency issues due to long context. Meanwhile, the large amount of labeled data required for instruction tuning can be difficult to obtain in real-world scenarios. To this end, we aim to introduce an extra parameter adaptation stage that can efficiently tailor GLMs to an unseen graph and task with only a few labeled examples, in exchange for better prediction accuracy and faster inference speed. For implementation, in this paper we propose GraphLAMA method, with its model backbone and learning schemes specialized for efficient tuning and inference. Specifically, for the model backbone, we use a graph neural network (GNN) with several well-designed components (e.g., hop encodings, gating modules) to transform nodes into the representation space of LLM tokens. Task instructions can then be represented as a mixture of node and language tokens. In the pre-training stage, all model parameters except for the LLM will be trained with different tasks (i.e., node matching, node classification, and link prediction) to capture general knowledge. In the adaptation stage, only a few pre-trained parameters will be updated based on few-shot examples. Extensive experiments on few/zero-shot node classification and summary generation show that our proposed GraphLAMA achieves state-of-the-art (SOTA) performance with 4.91\% absolute improvement in accuracy. Compared with ICL, our inference speed can be 10 times faster under 5-shot setting. Our code is available on GitHub at https://github.com/BUPT-GAMMA/GraphLAMA.",https://doi.org/10.1145/3711896.3736991,"graph language model, graph neural network, large language model",kdd2025.bib
Towards Interpretable Drug-Drug Interaction Prediction: A Graph-Based Approach with Molecular and Network-Level Explanations,"Chen, Mengjie and Zhang, Ming and Qu, Cunquan",KDD,2025,"Drug-drug interactions (DDIs) represent a critical challenge in pharmacology, often leading to adverse drug reactions with significant implications for patient safety and healthcare outcomes. While graph-based methods have achieved strong predictive performance, most approaches treat drug pairs independently, overlooking the complex, context-dependent interactions unique to drug pairs. Additionally, these models struggle to integrate biological interaction networks and molecular-level structures to provide meaningful mechanistic insights. In this study, we propose MolecBioNet, a novel graph-based framework that integrates molecular and biomedical knowledge for robust and interpretable DDI prediction. By modeling drug pairs as unified entities, MolecBioNet captures both macro-level biological interactions and micro-level molecular influences, offering a comprehensive perspective on DDIs. The framework extracts local subgraphs from biomedical knowledge graphs and constructs hierarchical interaction graphs from molecular representations, leveraging classical graph neural network methods to learn multi-scale representations of drug pairs. To enhance accuracy and interpretability, MolecBioNet introduces two domain-specific pooling strategies: context-aware subgraph pooling (CASPool), which emphasizes biologically relevant entities, and attention-guided influence pooling (AGIPool), which prioritizes influential molecular substructures. The framework further employs mutual information minimization regularization to enhance information diversity during embedding fusion. Experimental results demonstrate that MolecBioNet outperforms state-of-the-art methods in DDI prediction, while ablation studies and embedding visualizations further validate the advantages of unified drug pair modeling and multi-scale knowledge integration. Moreover, the pooling strategies yield interpretable insights into the underlying interaction mechanisms, highlighting MolecBioNet's potential as a robust and transparent framework for predictive modeling in support of drug safety assessment.",https://doi.org/10.1145/3711896.3737163,"attention-guided influence pooling, context-aware subgraph pooling, drug-drug interactions, interpretable graph model, macro-level biological interactions, micro-level molecular influences, multi-scale representations",kdd2025.bib
From Expansion to Retraction: Long-tailed Machine Unlearning via Boundary Manipulation,"Chen, Min and Gao, Weizhuo and Wang, Chen and Liu, Gaoyang and Abdelmoniem, Ahmed M. and Peng, Kai",KDD,2025,"Machine unlearning aims to remove the information of specific data from a trained machine learning model while retaining its utility for the remaining data, so as to meet the requirements of privacy regulations. Existing unlearning methods often assume a balanced data distribution, but neglect the real-world, long-tailed scenarios, where the decision boundaries of tail classes are frequently distorted due to insufficient sample representation, thereby reducing the unlearning efficacy. In this paper, we propose the first Long-Tailed Machine Unlearning (LTMU) framework from a unified decision-boundary perspective. Our framework begins with a directional boundary repair scheme designed to enrich the distorted decision boundary of the tail class, and then develop a novel boundary retraction approach tailored for long-tailed unlearning, dispersing both the augmented and original features throughout the feature space. This bidirectional manipulation not only offers a unified interpretation of the relationship between long-tailed learning and unlearning, but also enables flexible control over both repair and unlearning processes through the generation of augmented features, thereby effectively accomplishing the long-tailed unlearning task. Extensive experiments across multiple datasets and neural network architectures demonstrate the effectiveness of our framework in achieving complete unlearning of tail classes in long-tailed distributions.",https://doi.org/10.1145/3711896.3736970,"boundary retraction, directional boundary repair, long-tailed learning, machine unlearning",kdd2025.bib
"Enhanced Subgraph Learning in 2-FWL GNNs via Local Connectivity, Spectral, and Distance Encodings","Chen, Rongqin and Li, Yan and Wu, Dan and Mo, Fan and Zhang, Shenghui and Ip, Pak Lon and Iam, Hoi Cheong and Li, Ye and U, Leong Hou",KDD,2025,"Despite the theoretical expressiveness of 2-dimensional Folklore Weisfeiler-Lehman (2-FWL) Graph Neural Networks (GNNs), a significant gap persists between their theoretical capacity and their practical performance. To bridge this gap, we identify a critical limitation in current Graph Structural Encodings (GSEs): insufficient sensitivity to subtle structural variations, particularly in local connectivity, spectral features, and distance-based patterns. We show that widely used GSEs-such as Relative Random Walk Probability (RRWP) and monomial-based methods-lack full sensitivity across spectral frequency bands and long-range distances. Moreover, they fail to capture fine-grained local connectivity, which is essential for identifying cut nodes, biconnected components, and other higher-order structures that 2-FWL GNNs theoretically encode. To address these limitations, we propose CSDGSE (Connectivity, Spectral, and Distance Graph Structural Encoding), a novel GSE framework that jointly enhances sensitivity to: (1) exact local connectivity via hierarchical graph decomposition(2) full-frequency spectral features using expressive graph polynomials (e.g., Chebyshev), and (3) full-range distance interactions. A key innovation is our scalable divide-and-conquer algorithm for computing exact local connectivity across all node pairs, enabling efficient integration into modern GSEs. Extensive experiments show that CSDGSE outperforms existing GSEs in capturing complex structural patterns, achieving state-of-the-art results on molecular property prediction benchmarks like ZINC. Our work sets a new standard for GSEs by aligning theoretical expressiveness with practical effectiveness through enhanced structural sensitivity.",https://doi.org/10.1145/3711896.3736933,"2-fwl gnns, gnn subgraph learning, graph structural/positional encoding, local connectivity",kdd2025.bib
